"","Text"
"409","CLINTON: But let -- I'll get to that. But I think it's important, since I understand Senator Webb's very strong feelings about this, to explain where we were then and to point out that I think President Obama made the right decision at the time. </p><p>And the Libyan people had a free election the first time since 1951. And you know what, they voted for moderates, they voted with the hope of democracy. Because of the Arab Spring, because of a lot of other things, there was turmoil to be followed. </p><p>But unless you believe the United States should not send diplomats to any place that is dangerous, which I do not, then when we send them forth, there is always the potential for danger and risk. </p><p>"
"410","COOPER: Governor O'Malley? </p><p>"
"411","WEBB: Can I...</p><p>(CROSSTALK) </p><p>O'"
"412","MALLEY: Anderson, I think we are learning...</p><p>(CROSSTALK) </p><p>O'"
"413","MALLEY: Anderson, I think there's lessons to be learned from Benghazi. And those lessons are that we need to do a much better job as a nation of having human intelligence on the ground so that we know who the emerging next generation leaders are that are coming up to replace a dictator when his time on this planet ends. </p><p>And I believe that's what Chris Stevens was trying to do. But he did not have the tools. We have failed as a country to invest in the human intelligence that would allow us to make not only better decisions in Libya, but better decisions in Syria today. </p><p>And it's a huge national security failing. </p><p>"
"414","COOPER: Senator Webb, I want you to be able to respond. </p><p>"
"415","WEBB: Thank you. </p><p>(CROSSTALK) </p><p>"
"416","COOPER: Senator Webb? "
"417","WEBB: This is not about Benghazi per se. To me it is the inevitability of something like Benghazi occurring in the way that we intervened in Libya. We had no treaties at risk. We had no Americans at risk. There was no threat of attack or imminent attack. </p><p>There is plenty of time for a president to come to the Congress and request authority to use military force in that situation. I called for it on the Senate floor again and again. I called for it in Senate hearings. </p><p>It is not a wise thing to do. And if people think it was a wise thing to do, try to get to the Tripoli airport today. You can't do it. </p><p>"
"418","COOPER: Secretary (sic) Webb, you served in Vietnam. You're a marine. Once a marine, always a marine. You served as a marine in Vietnam. You're a decorated war hero. You eventually became secretary of the navy. </p><p>During the Vietnam War, the man standing next to you, Senator Sanders, applied for status as a conscientious objector. Given his history, can he serve as a credible commander-in-chief? </p><p>"
"419","WEBB: Everybody makes their decisions when the time there is conscription. And as long as they go through the legal process that our country requires, I respect that. And it would be for the voters to decide whether Senator Sanders or anyone else should be president. </p><p>I will say this, coming from the position that I've come from, from a military family, with my brother a marine, my son was a marine in Iraq, I served as a marine, spending five years in the Pentagon, I am comfortable that I am the most qualified person standing up here today to be your commander-in-chief. </p><p>"
"420","COOPER: Senator Sanders, tell an American soldier who is watching right now tonight in Afghanistan why you can be commander-in- chief given that you applied for conscientious objector status. </p><p>"
"421","SANDERS: Well, first of all, let me applaud my good friend Jim Webb for his service to this country in so many ways. </p><p>(APPLAUSE) </p><p>"
"422","SANDERS: Jim and I, under Jim's leadership, as he indicated, passed the most significant veterans education bill in recent history. We followed suit with a few years later passing, under my leadership, the most significant veterans' health care legislation in the modern history of this country. </p><p>(APPLAUSE) </p><p>"
"423","SANDERS: When I was a young man -- I'm not a young man today. When I was a young man, I strongly opposed the war in Vietnam. Not the brave men like Jim who fought in that war, but the policy which got us involved in that war. That was my view then.</p><p>(CHEERING AND APPLAUSE) </p><p>"
"424","SANDERS: I am not a pacifist, Anderson. I supported the war in Afghanistan. I supported President Clinton's effort to deal with ethnic cleansing in Kosovo. I support air strikes in Syria and what the president is trying to do. </p><p>Yes, I happen to believe from the bottom of my heart that war should be the last resort that we have got to exercise diplomacy. But yes, I am prepared to take this country into war if that is necessary. </p><p>(CROSSTALK) </p><p>"
