"","Text"
"762","TRUMP: Well, I think the thing about the flat tax, I know it very well. What I don't like is that if you make $200 million a year, you pay ten percent, you're paying very little relatively to somebody that's making $50,000 a year, and has to hire H&amp;R Block to do the -- because it's so complicated.</p><p>One thing I'll say to Ben is that we've had a graduated tax system for many years, so it's not a socialistic thing. What I'd like to do, and I'll be putting in the plan in about two weeks, and I think people are going to like it, it's a major reduction in taxes. It's a major reduction for the middle class. The hedge fund guys won't like me as much as they like me right now. I know them all, but they'll pay more.</p><p>I know people that are making a tremendous amount of money and paying virtually no tax, and I think it's unfair.</p><p>"
"763","Mods: Thank you, Mr. Trump. Senator Paul?</p><p>"
"764","PAUL: Well, I'm glad we're having a discussion about taxes because everybody laments that we lose jobs overseas, we have. Our companies, and our jobs are being chased overseas by a 70,000 page tax code, so, that's why I've chosen to get rid of the whole thing, and have one single rate, 14 and a-half percent for everybody, business, and for corporate income, and personal income. But, we also get rid of the payroll tax, so the working class would get a tax break as well.</p><p>So, I think a flat tax, eliminating the tax code, getting rid of all the loopholes, is the way to go, and it's the way we get America going again.</p><p>"
"765","Mods: Governor Walker, I want to go to you. Dr. Carson wants to raise the Federal Minimum Wage, you have called it a lame idea. Why is raising the Federal Minimum Wage lame?</p><p>"
"766","WALKER: So, the best way to help people see their wages go up is to get them the education, the skill they need, to take on careers that pay more than minimum wage. And, it's why we talk about it, it's all about jobs. You want to help actually get jobs, it's why on that last question we were trying to jump in on taxes. To me, it's not just about taxes, cutting taxes. I've done it as much as anyone has.</p><p>I've cut income taxes, I've cut property taxes. In fact, property taxes are lower today in my state than they were before we took office. The real issues about jobs.</p><p>Ronald Reagan, our plan is based on the Ronald Reagan tax cuts of 1986. That brought about one of the longest sustained periods of economic growth in American history. All the things we should be talking about tonight are about how do we create jobs, helping people get the skills and the education qualifications they need to succeed.</p><p>That's the way you help people create jobs. It's part of our large plan to reform the tax code, to cut taxes, to put in place an education system that gives people the skills and education that they need. To put in place all the above energy policy, but you start on day one with repealing Obamacare.</p><p>I'm the only one on this stage that's actually got a plan, introduced an actual plan to repeal Obamacare on day one. I'll send a bill up to Congress, and to make sure enact it...</p><p>"
"767","Mods: ...Thank you, Governor...</p><p>"
"768","WALKER: ...I'm going to sign an order that makes the Congress live by the same rules as everybody else. "
"769","Mods: ...Thank you, Governor...</p><p>"
"770","WALKER: ...That will ensure they repeal Obamacare...</p><p>"
"771","Mods: Dr. Carson, Governor Walker didn't really answer the question, but I'll let you respond. He called raising the Federal Minimum Wage lame, what do you think of that?</p><p>"
"772","CARSON: Well, first of all, let me say what I actually said about raising the minimum wage. I was asked should it be raised, I said, probably, or possibly. But, what I added, which I think is the most important thing, so, I said we need to get both sides of this issue to sit down, and talk about it. Negotiate a reasonable minimum wage, and index that so that we never have to have this conversation again in the history of America.</p><p>I think we also have to have two minimum wages, a starter, and a sustaining because how are young people ever going to get a job if you have such a high minimum wage that it makes it impractical to hire them...</p><p>"
"773","Mods: Thank you, Dr. Carson...</p><p>"
"774","WALKER: ...Jake, Jake, Jake, I just want to address that issue because you said I didn't answer, and I did. I said, to me, I think the real focus shouldn't be -- you know, Hillary Clinton talks about the minimum wage. That's her answer to grow the economy. The answer is to give people the skills and the education so they make far more than minimum wage.</p><p>I don't want to argue about how low things are going to be, I want to talk about how do we lift everyone up in America. That's what Reagan talked about. It wasn't how bad things were, it was how to make it better for everyone. That's what we've done in Wisconsin, that's exactly what we'd do as...</p><p>"
"775","Mods: Let me bring in our partner from Salem Radio Network, Hugh Hewitt.</p><p>"
"776","HEWITT: I'd like to talk about winning because I think all of you are more qualified than former Secretary of State Clinton, and as were the people in the first debate, but there are different styles, and Carly Fiorina, Governor Kasich, you're conveniently located next to each other, and you have different styles.</p><p>Governor Kasich, you've been on my show a lot. You refused to attack Hillary Clinton, you just don't want to go there, you want to do the up with people. Go, Ohio, OK, and I like that.</p><p>Carly Fiorina, I don't have to bring up the Secretary of State -- you bring her up, so (inaudible). </p><p>Which one of you is wrong? Governor Kasich? </p><p>"
"777","KASICH: Well, look, people still have to get to know me, so I want to spend my time talking about my experience reforming welfare, balancing budgets, cutting taxes, providing economic growth when I was in Washington, turning Ohio around. Eight billion in the hole, $2 billion surplus, up over 300,000 jobs, big tax cuts, strengthening our credit. </p><p>All those things matter but, you know, as a young man in my first election in 1978, I defeated an incumbent Democrat. I defeated an incumbent Democrat in 1982; running on the Reagan program, I was the only Republican in America to defeat an incumbent Democrat that year. </p><p>And then, when I won for election of governor, I was the first Republican to defeat an incumbent in 36 years, and the first person to have never run statewide out of politics for 10 years to beat an incumbent. That hadn't happened for 96 years. </p><p>So, we'll get to the point where we'll talk about Hillary Clinton, or whoever the nominee is, record. But right now, I want to give people sense of hope, sense of purpose, a sense of unity, sense that we can do it. So...</p><p>"
